order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
00048cc3ae777c65dbb7d2a0634bc1ea,1,ef92defde845ab8450f9d70c526ef70f,6426d21aca402a131fc0a5d0960a3c90,2017-05-23 03:55:27,21.9,12.69
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,2017-09-15 18:04:37,48.9,16.6
00125cb692d04887809806618a2a145f,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,2017-03-29 13:05:42,109.9,25.51
0014ae671de39511f7575066200733b7,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017-05-29 03:15:24,16.5,14.1
001ab0a7578dd66cd4b0a71f5b6e1e41,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,2018-01-04 02:33:42,24.89,17.63
00259a44fcad3fc0474329e925d14fc3,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,2018-01-03 17:59:35,19.99,14.1
0026a368634b6e6f34f33b1499773a30,1,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,2017-11-10 21:26:45,149.0,15.8
00275bce676303c3bfd7292aefdfa223,1,6490b9f63b0b595e1c1402b46b0f50ad,99eaacc9e6046db1c82b163c5f84869f,2017-12-04 03:32:47,279.9,13.46
002955b0acc63d04f6724a31967e82bd,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-22 15:51:31,120.0,15.59
002b430ff89b3a24c31a1170acbbedea,1,cc47c0863559499f01b4cad750929d10,7a67c85e85bb2ce8582c35f2203ad736,2017-06-26 22:10:14,199.99,65.56
002d040018d12a3853c059f7f23ab5b1,1,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,2017-11-27 03:47:23,155.0,14.84
0030d783f979fbc5981e75613b057344,1,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,2017-11-29 23:13:38,60.6,17.67
00335b686d693c7d72deeb12f8e89227,1,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,2017-07-28 03:45:26,63.9,16.89
0035246a40f520710769010f752e7507,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,2017-08-23 01:25:39,87.0,12.11
003d804eef0e1b856881cd18e0cc0d4c,1,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-27 12:15:18,277.0,35.74
0045e3085f083f0f38d24bb3f22e6593,1,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,2017-08-17 07:15:16,116.9,13.84
0049edf42837aa808e03552a62bd2158,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-01-05 12:48:10,49.9,17.6
004fb5e6f90a178dc74ad2b016649249,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,2017-06-15 10:02:38,129.99,13.93
00571ded73b3c061925584feab0db425,1,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,2017-05-25 21:10:16,179.9,15.01
00571ded73b3c061925584feab0db425,2,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,2017-05-25 21:10:16,179.9,15.01
00685d31ae12e47470ba5c18ba74f22c,1,71bdf1a4d18c3cd68f108547f0b4cd1c,6fc26fe110feebd80a433e1f012a84f9,2017-08-31 21:55:16,59.0,16.17
006e05e81c068ddc38e48ebe189b922e,1,02475368dfb38934fe55f574024fe1d7,6560211a19b47992c3666cc44a7e94c0,2018-01-03 22:07:25,29.0,14.1
007ec946d4f798caf2b43c9d44c56421,1,779559842fc122d55edbd03153f35e81,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-30 04:15:38,27.9,15.1
0087889a1c836be17f58afd7f1729a4a,1,62c89abe1afe3a23c17765d462718a4c,fe2032dab1a61af8794248c8196565c9,2017-10-27 11:35:25,259.0,10.63
00891ba5de66f55000ee358ceea9b345,1,eb8dbe7d2dd22ab3547925e49a78feb3,218d46b86c1881d022bce9c68a7d4b15,2017-05-19 17:35:15,133.0,16.69
00946f674d880be1f188abc10ad7cf46,1,4dcb49b9ca7e48d2f108d40caa77caa2,5cf13accae3222c70a9cac40818ae839,2017-12-14 19:30:37,99.9,18.57
00946f674d880be1f188abc10ad7cf46,2,9bb2d066e4b33b624cbdfec7d50b3dcb,5cf13accae3222c70a9cac40818ae839,2017-12-14 19:30:37,99.9,14.35
009ac365164f8e06f59d18a08045f6c4,1,35557c68a22ecebcf066e25ca2ddc144,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-29 00:11:24,16.9,15.1
009e11afa25aa95ae78e60a793995c9b,1,519f3a4ea67cdce4923fbc76badd6bd2,582d4f8675b945722eda7c0cb61ba4c7,2017-10-26 00:15:00,30.99,34.15
009fa9bd0d92710e840793bfefa80867,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2017-06-26 03:32:58,84.99,15.34
00a250dbdb3153cc6ecf4d3f07ef6a17,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2017-12-15 18:15:33,53.99,7.78
00a9536682ecb394a3794c1608200803,1,24a014458ccc6e989b4fcef5fa71da58,4a3ca9315b744ce9f8e9374361493884,2017-05-18 23:50:08,109.9,12.27
00ab1aba567dfebdc39caa4e7ca2f1b2,1,fcf64c72035fc6f17660bae96c933ffb,8444e55c1f13cd5c179851e5ca5ebd00,2017-09-08 14:15:16,35.9,12.48
00af53fdc2002f5b6a8f16db648e003b,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-06-26 15:15:17,39.9,11.85
00bc78808b22918a467b2fa4b8ef5d68,1,33fac76e7f17367dedaef7954bbb33b4,56642bcb79900e777d68e91915cb4267,2017-04-27 23:42:29,69.0,15.69
00bcee890eba57a9767c7b5ca12d3a1b,1,6c90c0f6c2d89eb816b9e205b9d6a36a,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bcee890eba57a9767c7b5ca12d3a1b,2,b7d94dc0640c7025dc8e3b46b52d8239,9c0e69c7bf2619675bbadf47b43f655a,2017-07-26 21:05:07,175.91,52.69
00bcee890eba57a9767c7b5ca12d3a1b,3,d143bf43abb18593fa8ed20cc990ae84,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bcee890eba57a9767c7b5ca12d3a1b,4,55939df5d8d2b853fbc532bf8a00dc32,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-26 21:05:07,165.5,15.8
00bf1320ffb5fe47a845feca16c0e0b4,1,7289a8d65ae2c86dfdee27f8af257a3d,13fa2a6c6b9d0f43cb588d7c82117a12,2017-10-04 15:49:42,449.0,20.39
00c00d5b36157595e21108ba1da2828f,1,7933eeb8cf79ae899bfac71c0edb076d,391fc6631aebcf3004804e51b40bcf1e,2017-09-19 03:25:43,139.85,16.61
00c00d5b36157595e21108ba1da2828f,2,7933eeb8cf79ae899bfac71c0edb076d,391fc6631aebcf3004804e51b40bcf1e,2017-09-19 03:25:43,139.85,16.61
00c405bd71187154a7846862f585a9d4,1,c4cf7c2e1f190d51517eba7e8211c8e6,f3295428338a40977a03f555246a70f4,2017-10-27 15:14:13,29.9,16.79
00c47fefb9a49baec12ab3654d7f548e,1,f196248e8b5d060cca414a664ea9a76f,91f0eec23d4a61d7d7caeefa3f0ad1ca,2017-12-13 00:18:33,199.0,67.69
00c95282163553a982f38481f9488481,1,ef8856db4e302ad33dc4d91e40f7593c,dbc22125167c298ef99da25668e1011f,2017-08-21 18:44:14,106.9,18.0
00c9f7d4b0e87781465e562dc109f6aa,1,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,2,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,3,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00c9f7d4b0e87781465e562dc109f6aa,4,1a0d662b65b5ef08796501b064c853af,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-26 19:25:17,14.99,15.1
00cb18db3d9c03f8386e7fc70cad2504,1,a3f986f6c4400aa6545d224be435f812,01cf7e3d21494c41fb86034f2e714fa1,2017-07-18 00:30:32,125.9,18.13
00cf47526e0f7920b381b2baf4ecf1c7,1,8c81af91a9b96d073ccaf0d3402ec5b2,5bc237df65098fe211bb4818f4d26d78,2017-02-18 13:21:46,59.9,14.59
00cfabbe2a93b70beeec4894f86712a8,1,fec85e6c0eab9b4bcddf9ccd917c80bc,8a32e327fe2c1b3511609d81aaf9f042,2017-06-19 04:50:29,29.99,15.11
00d50baf1bc56a3c59de1810a6b84b0d,1,71a7800a633691de8ecdd17463335e2e,f80edd2c5aaa505cc4b0a3b219abf4b8,2017-05-29 22:10:12,59.9,34.22
00d50baf1bc56a3c59de1810a6b84b0d,2,71a7800a633691de8ecdd17463335e2e,f80edd2c5aaa505cc4b0a3b219abf4b8,2017-05-29 22:10:12,59.9,34.22
00d8d65b666158b633f96054d31af43b,1,a0450529bd974ebeaf93b1731184396a,f8201cab383e484733266d1906e2fdfa,2017-10-23 04:24:35,94.9,35.98
00d94e8901b75ee0d6ef1f87f947b666,1,a35a9f46dcee0a67c8c7ad8493eb4135,85d9eb9ddc5d00ca9336a2219c97bb13,2017-05-08 14:25:13,27.9,20.8
00d94e8901b75ee0d6ef1f87f947b666,2,a35a9f46dcee0a67c8c7ad8493eb4135,85d9eb9ddc5d00ca9336a2219c97bb13,2017-05-08 14:25:13,27.9,20.8
00df27e666004db9f14bce766fa5327c,1,c5b72065154ec27c2d1ed8a654c3348f,b33e7c55446eabf8fe1a42d037ac7d6d,2017-11-23 11:55:31,190.83,12.84
00f1c7c1542f5f86c3091749d9e939d8,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2017-12-28 09:51:42,84.99,16.35
00f33ee62c15223679d3550e751c37cd,1,ec2d43cc59763ec91694573b31f1c29a,1c129092bf23f28a5930387c980c0dfc,2017-11-30 16:31:26,39.5,15.11
00f98eaeddb9debc8df8cb27e08216d4,1,01ff1ff8aa5dec93e9938b989393a4ca,0c7533c71df861ec58ad7ff999ed0e8d,2017-10-26 02:56:27,51.6,9.34
00fb055886536063afa0dbee07a0944f,1,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,2017-06-02 02:25:13,11.9,16.79
00fb055886536063afa0dbee07a0944f,2,5d422bd54b54307ff7a5e770f40946e4,e88c9b79e592e370d6bd852eeefbf057,2017-06-02 02:25:13,11.9,16.79
00fb278a99144cc1004b3ed1452ff5e1,1,eb551aa4ed7eb5e2839d5b7d2896bece,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-03-10 09:35:22,19.99,10.96
00fbcd8b120e5706c58b9d1a0026a7da,1,8afee64dc809d5e833ae113a81774ddc,08061dc0fc165ed41288cc7acde738ee,2017-11-23 04:06:37,7.9,16.11
00fed9e582d5a3e38566872eec164ac6,1,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,2017-10-03 17:07:16,179.99,26.1
00fed9e582d5a3e38566872eec164ac6,2,1491a8ff192d4b5c369b0eaa2fe33ee5,37be5a7c751166fbc5f8ccba4119e043,2017-10-03 17:07:16,179.99,26.1
010a35dc7fc3808a03d243d2fd8c6e35,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2017-12-21 19:10:15,122.99,9.06
011108c8a3d6eee6807f48a2e639439f,1,ea11e700a343582ad56e4c70e966cb36,01cf7e3d21494c41fb86034f2e714fa1,2017-05-02 17:42:48,593.36,98.13
011331376a4c6cc7a9e5bc165ec169d0,1,cdb8d3c880b6639a70764c6734e6bb69,f84a00e60c73a49e7e851c9bdca3a5bb,2017-06-29 13:10:20,66.0,78.63
0115d160c5fbd758a139ff90821db60d,1,766a6a4c51c63991e78e192d802787a9,59b22a78efb79a4797979612b885db36,2017-09-06 04:31:53,389.0,22.63
01218a8a807fc187849529e6f12237a9,1,98f34b46fd3c8edec3b0e453e0095e77,e48cc16ab70bfa09e1401740dce0b3d7,2017-10-26 23:14:25,13.99,16.11
0121cfa7c946e6589f50d7012d3eb5eb,1,242ec3ff603c92ddc1e59d83b9e40a2d,d98eec89afa3380e14463da2aabaea72,2017-09-05 12:50:18,29.99,16.79
012d8cbea490e6102cee6a2088aaa785,1,aede48631330269f65a8d680de491657,dbc22125167c298ef99da25668e1011f,2017-10-25 21:27:58,83.9,28.99
012eab2625c5f8aaac6f37f2c19ef62f,1,5c699beec1e114bd15b35cf8d01ec6b5,4a3ccda38b2129705f3fb522db62ca31,2017-11-09 00:50:19,81.9,15.32
012f255bd5034b8e7fb3c91566a91cc8,1,a04f52ded97b5530e8783e3c002b90f0,da8622b14eb17ae2831f4ac5b9dab84a,2017-10-13 09:49:37,79.9,12.9
01311f2795d8463a11f9422173687696,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2017-11-01 03:08:40,89.99,38.47
0132451f29a10b66a5cf1bacc85f9afe,1,42a2bd596fda1baef5719cb74f73030c,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-21 17:08:27,89.9,17.88
0132451f29a10b66a5cf1bacc85f9afe,2,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,2017-11-21 17:08:27,89.9,17.88
0135675503322d804abef7ec5ed4824b,1,5c6a3e484e7aebf406c2045718dea406,01fdefa7697d26ad920e9e0346d4bd1b,2017-10-26 19:35:26,104.99,17.98
014176e9538672a32d2a9b73bf53a31f,1,2d4d78eecba060a7127c5f6a21cdb0c7,b2ba3715d723d245138f291a6fe42594,2017-12-07 11:17:32,139.9,16.74
0143924743f240e1fdcd6a8918fbe147,1,29427de7f8a9ee983d9dbc51cec569b4,7a67c85e85bb2ce8582c35f2203ad736,2017-07-24 18:05:44,99.99,11.9
014405982914c2cde2796ddcf0b8703d,1,6782d593f63105318f46bbf7633279bf,325f3178fb58e2a9778334621eecdbf9,2017-08-01 17:50:17,27.9,3.81
014405982914c2cde2796ddcf0b8703d,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-08-01 17:50:17,21.33,25.39
014e36af18c280a94d880a16b2f00713,1,33f789f4b4fa74053af0199658b78853,897060da8b9a21f655304d50fd935913,2017-11-08 02:31:06,30.0,12.69
014e36af18c280a94d880a16b2f00713,2,33f789f4b4fa74053af0199658b78853,897060da8b9a21f655304d50fd935913,2017-11-08 02:31:06,30.0,12.69
014f1e63f9bd4f5578edcf4e5c305a0a,1,c9bd28e8a4220af0723c7b7f97778681,1b4c3a6f53068f0b6944d2d005c9fc89,2017-04-13 20:30:20,129.9,18.34
015183dcb37f19e0456905fa5aac0b69,1,98d61056e0568ba048e5d78038790e77,8581055ce74af1daba164fdbd55a40de,2017-03-10 09:35:21,169.0,20.09
015183dcb37f19e0456905fa5aac0b69,2,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017-03-10 09:35:21,147.9,16.71
0152f10d04554388634b75f079f069fc,1,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,2017-09-21 10:10:22,610.0,37.54
016726239765c18f66826453f39c64e3,1,c6ea63369936552872ae890c82175b4b,37be5a7c751166fbc5f8ccba4119e043,2017-06-22 09:25:09,219.99,15.14
016dee69b3de35a39bfccee5309307c3,1,68bfdbfe84f03af17733b10362f10020,827f8f69dfa529c561901c4f2e0f332f,2017-01-18 16:35:59,45.0,17.19
0170fdd7ac7c7bbad5308207bd25a679,1,6de2587eae9fb1ee54a853aac774ade1,ef506c96320abeedfb894c34db06f478,2017-07-11 17:13:56,34.99,7.78
01725657be56c432d5aaa2f914ae2c56,1,fbd4031ddbc3d02b95834b62769d3ad0,ce7d1888639e6fb06b2749cbfdac1ff7,2017-10-23 09:07:28,138.0,25.81
01786fff06f2f7e8a83950c4b3b424ea,1,382132cf96c88a277a65226833af5f61,b2ba3715d723d245138f291a6fe42594,2017-12-21 12:14:46,59.9,9.34
017cf0b342401318dcaeb25478e13a6f,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-01-10 23:17:29,49.9,17.6
0180ebc47853bfc5997af28f5a7e8849,1,861857117917aaa99611defcc0d514cd,e9779976487b77c6d4ac45f75ec7afe9,2017-03-22 16:29:32,162.0,11.74
01835ef41c5ac66dd9ec6084fa1d0533,1,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,2017-05-18 21:45:17,56.99,15.15
01855f880aae9a984c7c33b26fcf2e02,1,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,2017-10-25 15:35:35,39.49,8.27
01855f880aae9a984c7c33b26fcf2e02,2,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,2017-10-25 15:35:35,39.49,8.27
01908071e35fdc75bc0d7764f153abc2,1,ccadfeab525a9eb1569983b66e5075c4,33576ec5412fb5905d876f12f33bfde6,2017-11-13 02:55:19,89.0,25.65
0191bbb5166d4b9a68df11797d5acfa9,1,ec02a5d380128f7a188e9ce8f3ddd832,48436dade18ac8b2bce089ec2a041202,2017-08-16 12:30:15,132.9,20.17
019c4b64cf3d733807ef5bc8bcf6d123,1,53ea9da485f6aed8a6f03a85831fe021,7e93a43ef30c4f03f38b393420bc753a,2017-10-20 14:27:29,249.99,18.0
019d79b37e56c6d56d6323fed0c54d70,1,f3dadec221142e379d7113915c1d0fa8,e9d99831abad74458942f21e16f33f92,2017-05-25 14:30:17,51.0,15.11
01a921eb5bf5df0c2990e62563ceca49,1,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2017-12-01 21:13:35,69.99,9.36
01a921eb5bf5df0c2990e62563ceca49,2,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2017-12-01 21:13:35,69.99,9.36
01ac6cbac1cda667c97d35046b75668f,1,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,2017-09-20 18:50:59,12.88,8.27
01ae5e4c5d2549f7c05000a2f5856c28,1,84f5c4f480ad6c9998d6a6860f1a2e41,282f23a9769b2690c5dda22e316f9941,2017-11-09 15:15:23,39.0,16.6
01b1a7fdae9ad1837d6ab861705a1fa5,1,3fae92f8d0ebb3317991934a6d717c47,1900267e848ceeba8fa32d80c1a5f5a8,2017-06-02 16:02:58,49.99,16.17
01b1a7fdae9ad1837d6ab861705a1fa5,2,9b02b650be0a39d8590be7d35be443f9,ad273c9eb54ecb4532de4bf75bae9e4e,2017-06-02 16:02:58,59.0,10.68
01b94d6940365deb1eedb643ba43114a,1,ba47e9a1c96e01fc866a0b30f9c78e00,ac3508719a1d8f5b7614b798f70af136,2017-11-16 02:46:31,120.9,41.92
01ba72e24cf883d74c5479c0a626c740,1,fb060ad9a8625b626189641799bccf89,b1204cfda1d4948679db3cfc0d3cb95c,2017-01-21 19:55:40,44.6,14.52
01ba9a2e5dcc1568b55695106d677b0c,1,2629c2e1e3a0b360912763741f1bb7ef,0bf0150d5b9d60d9cd2906003332f085,2017-03-02 22:42:03,59.9,9.41
01ba9a2e5dcc1568b55695106d677b0c,2,2629c2e1e3a0b360912763741f1bb7ef,0bf0150d5b9d60d9cd2906003332f085,2017-03-02 22:42:03,59.9,9.41
01bb52d7a8dffb8bef5b79268487cd10,1,d84895a804248d73a16480c0b2e18604,218d46b86c1881d022bce9c68a7d4b15,2017-06-13 13:41:22,158.0,18.36
01be661b8196707ef60f062632d6d1bd,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-05-24 10:42:27,89.9,12.13
01be661b8196707ef60f062632d6d1bd,2,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-05-24 10:42:27,89.9,12.13
01c18108db50c163daf7dfe461093fb7,1,b042c934bd8f4316e7b38633aa14266b,1d8dbc4f32378d715c717c1c1fc57bae,2017-06-30 18:05:15,109.9,18.02
01c26a0b2736899633cfd6a3c1749428,1,8232a265a535c1f886b38335667be2a5,f45122a9ab94eb4f3f8953578bc0c560,2017-04-13 18:45:12,59.99,11.81
01c2d2ffe8349c5eef0ab33e8ff1f41c,1,4a300735bc293723103db0d0c1bc1585,6f892e20a171e98efe17fdb971ff319b,2017-10-19 11:06:09,70.9,16.94
01d3d4cb8c553d507dfd26fbd8b41e95,1,33e77eecc23c25a65d10f627e5053617,7c67e1448b00f6e969d365cea6b010ab,2017-11-09 15:10:11,114.94,34.16
01d601c4d70f016f1e32ee8e82d6d4c9,1,d99a9035db5875b38e59f9f55b9548f1,31344c16881c08a8a72c6d2eb29918c1,2017-05-18 01:30:11,229.9,43.98
01d95eed9163a292a6788ddac08bcf31,1,9da0bebb7f9168679e748abbfad05edd,d2374cbcbb3ca4ab1086534108cc3ab7,2017-11-16 02:47:38,28.9,16.11
01da413c142606bf28e461e3a732f653,1,05542c6ab7bce0a01a5f7210380e72b3,4324dd16853115efb0fd9d0d131ba6f4,2017-08-30 11:30:18,92.65,12.99
01da413c142606bf28e461e3a732f653,2,05542c6ab7bce0a01a5f7210380e72b3,4324dd16853115efb0fd9d0d131ba6f4,2017-08-30 11:30:18,92.65,12.99
01dd288e8605af239a3a35e550e89235,1,3006b8f5b476750a03137c1b2755cea1,06e5eefc71ec47ae763c5c6f8db7064f,2017-08-01 08:05:22,169.99,16.63
01e0386aae6c6385feedb58bd4aae5c7,1,ca38c039b717207dec906f4fa9a21db7,59fb871bf6f4522a87ba567b42dafecf,2017-11-30 00:52:45,184.99,16.05
01e1617e546dc1fd372e089ab515ae34,1,da7e1b2f8c91cbf61a22b55e8cd49bcd,98dac6635aee4995d501a3972e047414,2017-09-21 19:25:12,76.1,20.02
01e6f40a293da5a9dc11e49695c7541d,1,f7ac498363699addc5ff78eadee46977,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-06-05 04:30:25,48.99,15.1
01e9feecd7fba975c1869a8fbbb38b65,1,1eb85357e22bf0c8c2a6f10eafad8423,522620dcb18a6b31cd7bdf73665113a9,2017-04-03 20:55:15,285.9,17.21
01ea9d9ce4b86204f82b79184897371c,1,4c99d6df98c5f4960cae6fd9f8603bd3,1127b7f2594683f2510f1c2c834a486b,2017-03-29 17:50:23,46.3,18.63
01f04ef1bf8714247c5286afd8579353,1,81825b8f118d301ef4933de64545b307,ce7d1888639e6fb06b2749cbfdac1ff7,2017-11-06 13:10:24,165.0,68.13
0203892ed7a2b76401830f4b82a5a34c,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-07-13 20:35:16,39.9,8.72
020550d9cdfb7110d07fd1a1f8937c6e,1,de7034010d180a33f04a16b235281265,1838dd9b8977065acf51d95e0053ea7a,2017-09-08 18:04:25,28.9,13.37
020f8f4df303ae8aa39b806b766d2681,1,b1d207586fca400a2370d50a9ba1da98,1ca7077d890b907f89be8c954a02686a,2018-01-03 10:10:33,149.0,14.79
02119fc90b970a6b0f5f554659843ab4,1,99aa268744e2967e0ed6d3b22a38eff2,52562a9f449c3dc3d53f5f5b9ed74903,2017-07-05 02:45:31,84.9,27.44
021288ce4f15c031270df5259df1b551,1,30ccf4724f5227265f837e9ba0246278,dbc22125167c298ef99da25668e1011f,2017-12-12 02:50:29,83.9,28.99
